                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.6269,                 3.7364,                 1.8597,                0.57029,                0.22005,                0.23465,                0.11842,                 1.8735,                 2.7235,                 2.2035,              0.0033269,              0.0033269,              0.0033269
